Provincia,Tipo Istituto,Codice Principale,Denominazione Principale,Indirizzo,CAP,Comune,Distretto,E-mail,Telefono,Codice Fiscale,Codice,Denominazione,All Students,School Type,Full Address,Latitude,Longitude
Trapani,ISTITUTO SUPERIORE,TPIS01400B,"I.I.S.S. ""R. D'ALTAVILLA -",C/DA AFFACCIATA - P.ZA SANDRO PERTINI,91026,MAZARA DEL VALLO,64,TPIS01400B@istruzione.it,923941459,91032380817,TPTL01452E,ISTITUTO TECNICO PER GEOMETRI,50,SEC II,"C.DA TORREGGIANO VIA R.R. SORRENTINO, 91020, PETROSINO",37.729994,12.4935082
Trapani,ISTITUTO SUPERIORE,TPIS02100E,"I.S. ""G.B.FERRIGNO V. ACCARDI""",VIA G. GENTILE S.N.C.,91022,CASTELVETRANO,65,TPIS02100E@istruzione.it,92481151,90010540814,TPTL021017,I.T.G. V. ACCARDI - CAMPOBELLO DI MAZARA,41,SEC II,"VIA ROMA - PROLUNGAMENTO, 91021, CAMPOBELLO DI MAZARA",37.6343415,12.7470354
Trapani,ISTITUTO SUPERIORE,TPIS02100E,"I.S. ""G.B.FERRIGNO V. ACCARDI""",VIA G. GENTILE S.N.C.,91022,CASTELVETRANO,65,TPIS02100E@istruzione.it,92481151,90010540814,TPTL02151L,ISTITUTO TECNICO PER GEOMETRI,62,SEC II,"VIA ROMA PROLUNGAMENTO, 91021, CAMPOBELLO DI MAZARA",37.6343415,12.7470354
Trapani,ISTITUTO SUPERIORE,TPIS028009,"I.I.S. ""S.CALVINO - G. B. AMICO""","VIA SALEMI, 49",91100,TRAPANI,60,TPIS028009@istruzione.it,923533522,80004590818,TPTL028012,I.T.G. I.T.T. G.B. AMICO TRAPANI,529,SEC II,"VIA SALEMI N.49, 91100, TRAPANI",38.0123423,12.5417589
Agrigento,ISTITUTO COMPRENSIVO,AGIC805003,IC - G. GALILEI,VIA VENEZUELA,92015,RAFFADALI,4,AGIC805003@istruzione.it,92239141,80006750840,AGEE805015,MANZONI,38,Prim,"Piazza Umberto I s.n.c., 92020, SANT'ANGELO MUXARO",37.4802419,13.5460743
Agrigento,ISTITUTO COMPRENSIVO,AGIC805003,IC - G. GALILEI,VIA VENEZUELA,92015,RAFFADALI,4,AGIC805003@istruzione.it,92239141,80006750840,AGEE805037,GARIBALDI,31,Prim,"Non Disponibile, 92010, JOPPOLO GIANCAXIO",37.3878523,13.5554022
Agrigento,ISTITUTO COMPRENSIVO,AGIC805003,IC - G. GALILEI,VIA VENEZUELA,92015,RAFFADALI,4,AGIC805003@istruzione.it,92239141,80006750840,AGEE805048,GARIBALDI,240,Prim,"VIA P.PALERMO, 92015, RAFFADALI",37.4057346,13.5316162
Agrigento,ISTITUTO COMPRENSIVO,AGIC805003,IC - G. GALILEI,VIA VENEZUELA,92015,RAFFADALI,4,AGIC805003@istruzione.it,92239141,80006750840,AGEE805059,PLESSO NUOVO,83,Prim,"CORSO UMBERTO, 92020, SANTA ELISABETTA",37.4323593,13.5541227
Agrigento,ISTITUTO COMPRENSIVO,AGIC805003,IC - G. GALILEI,VIA VENEZUELA,92015,RAFFADALI,4,AGIC805003@istruzione.it,92239141,80006750840,AGEE80506A,MANZONI,103,Prim,"Non Disponibile, 92015, RAFFADALI",37.4040248,13.5314086
Agrigento,ISTITUTO COMPRENSIVO,AGIC805003,IC - G. GALILEI,VIA VENEZUELA,92015,RAFFADALI,4,AGIC805003@istruzione.it,92239141,80006750840,AGEE80507B,G.RODARI,138,Prim,"Non Disponibile, 92015, RAFFADALI",37.4040248,13.5314086
Agrigento,ISTITUTO COMPRENSIVO,AGIC80800E,IC - G.T. LAMPEDUSA,VIA PORDENONE,92018,SANTA MARGHERITA DI BELICE,65,AGIC80800E@istruzione.it,92531260,92010670849,AGEE80801L,S.G.BOSCO,231,Prim,"VIA NAZIONALE, 92018, SANTA MARGHERITA DI BELICE",37.6932335,13.0208762
Agrigento,ISTITUTO COMPRENSIVO,AGIC80800E,IC - G.T. LAMPEDUSA,VIA PORDENONE,92018,SANTA MARGHERITA DI BELICE,65,AGIC80800E@istruzione.it,92531260,92010670849,AGEE80802N,ELEONORA GRAVINA,115,Prim,"VIALE XV GENNAIO, 92010, MONTEVAGO",37.7012281,12.9885989
Agrigento,ISTITUTO COMPRENSIVO,AGIC80800E,IC - G.T. LAMPEDUSA,VIA PORDENONE,92018,SANTA MARGHERITA DI BELICE,65,AGIC80800E@istruzione.it,92531260,92010670849,AGEE80803P,GRAMSCI,192,Prim,"V.LE E. BERLINGUER 42, 92017, SAMBUCA DI SICILIA",37.6474803,13.1062256
Agrigento,ISTITUTO COMPRENSIVO,AGIC81000E,IC - L. PIRANDELLO,VIA ENNA,92010,LAMPEDUSA E LINOSA,5,AGIC81000E@istruzione.it,922970439,80006700845,AGEE81001L,G. PASCOLI,246,Prim,"PIAZZA MARTIRI D'ITALIA, 92010, LAMPEDUSA E LINOSA",35.5010747,12.606452
Agrigento,ISTITUTO COMPRENSIVO,AGIC81000E,IC - L. PIRANDELLO,VIA ENNA,92010,LAMPEDUSA E LINOSA,5,AGIC81000E@istruzione.it,922970439,80006700845,AGEE81002N,ISOLA LINOSA,7,Prim,"Non Disponibile, 92010, LAMPEDUSA E LINOSA",37.2896231,13.4844724
Agrigento,ISTITUTO COMPRENSIVO,AGIC812006,IC - A. MANZONI,"VIA PORTELLA,1",92010,ALESSANDRIA DELLA ROCCA,3,AGIC812006@istruzione.it,922981041,80004930840,AGEE812018,L. CAPUANA,55,Prim,"VIA PORTELLA, 92010, ALESSANDRIA DELLA ROCCA",37.5680567,13.4528597
Agrigento,ISTITUTO COMPRENSIVO,AGIC812006,IC - A. MANZONI,"VIA PORTELLA,1",92010,ALESSANDRIA DELLA ROCCA,3,AGIC812006@istruzione.it,922981041,80004930840,AGEE812029,E. DE AMICIS,114,Prim,"P.ZZA A. DI GIOVANNI, 92012, CIANCIANA",37.5212972,13.4328919
Agrigento,ISTITUTO COMPRENSIVO,AGIC812006,IC - A. MANZONI,"VIA PORTELLA,1",92010,ALESSANDRIA DELLA ROCCA,3,AGIC812006@istruzione.it,922981041,80004930840,AGEE81203A,CARLO COLLODI,72,Prim,"VIA FONTANA PAZZA, 92010, BIVONA",37.6196534,13.4373698
Agrigento,ISTITUTO COMPRENSIVO,AGIC812006,IC - A. MANZONI,"VIA PORTELLA,1",92010,ALESSANDRIA DELLA ROCCA,3,AGIC812006@istruzione.it,922981041,80004930840,AGEE81204B,GIACINTO GIORDANO ANSALONE,85,Prim,"VIA ALDO MORO, 92020, SANTO STEFANO QUISQUINA",37.6281165,13.4924063
Agrigento,ISTITUTO COMPRENSIVO,AGIC812006,IC - A. MANZONI,"VIA PORTELLA,1",92010,ALESSANDRIA DELLA ROCCA,3,AGIC812006@istruzione.it,922981041,80004930840,AGEE81205C,PLESSO NUOVO,87,Prim,"VIA DUCA DEGLI ABRUZZI, 92020, SAN BIAGIO PLATANI",37.5109564,13.5269824
Agrigento,ISTITUTO COMPRENSIVO,AGIC81500N,IC - GANGITANO,"VIA PIRANDELLO,1",92024,CANICATTI',7,AGIC81500N@istruzione.it,922851506,90001550848,AGEE81501Q,S.G.BOSCO,106,Prim,"VIA M.LLO CICCARELLI, 92020, CASTROFILIPPO",37.3511014,13.749753
Agrigento,ISTITUTO COMPRENSIVO,AGIC81500N,IC - GANGITANO,"VIA PIRANDELLO,1",92024,CANICATTI',7,AGIC81500N@istruzione.it,922851506,90001550848,AGEE81502R,CRISPI,71,Prim,"VIA COLOMBO S.N., 92024, CANICATTI'",37.3614624,13.8475734
Agrigento,ISTITUTO COMPRENSIVO,AGIC81500N,IC - GANGITANO,"VIA PIRANDELLO,1",92024,CANICATTI',7,AGIC81500N@istruzione.it,922851506,90001550848,AGEE81503T,DON BOSCO,320,Prim,"VIA PIRANDELLO 70, 92024, CANICATTI'",37.3543975,13.8387757
Agrigento,ISTITUTO COMPRENSIVO,AGIC818005,IC - GIOVANNI PHILIPPONE,"VIA SACRAMENTO, 106",92020,SAN GIOVANNI GEMINI,8,AGIC818005@istruzione.it,922903041,93019650840,AGEE818017,MELACO,129,Prim,"VIA ANGELO MUSCO, 92020, SAN GIOVANNI GEMINI",37.6293252,13.6448632
Agrigento,ISTITUTO COMPRENSIVO,AGIC818005,IC - GIOVANNI PHILIPPONE,"VIA SACRAMENTO, 106",92020,SAN GIOVANNI GEMINI,8,AGIC818005@istruzione.it,922903041,93019650840,AGEE818028,PLESSO NUOVO,104,Prim,"VIA GIULUO CESARE, 92020, SAN GIOVANNI GEMINI",37.6282639,13.6372198
Agrigento,ISTITUTO COMPRENSIVO,AGIC818005,IC - GIOVANNI PHILIPPONE,"VIA SACRAMENTO, 106",92020,SAN GIOVANNI GEMINI,8,AGIC818005@istruzione.it,922903041,93019650840,AGEE81805B,GIOVANNI XXIII,59,Prim,"VIA PIRANDELLO, 92022, CAMMARATA",37.6325144,13.6381625
Agrigento,ISTITUTO COMPRENSIVO,AGIC818005,IC - GIOVANNI PHILIPPONE,"VIA SACRAMENTO, 106",92020,SAN GIOVANNI GEMINI,8,AGIC818005@istruzione.it,922903041,93019650840,AGEE81806C,PANEPINTO,79,Prim,"Non Disponibile, 92022, CAMMARATA",37.6327501,13.6387997
Agrigento,ISTITUTO COMPRENSIVO,AGIC818005,IC - GIOVANNI PHILIPPONE,"VIA SACRAMENTO, 106",92020,SAN GIOVANNI GEMINI,8,AGIC818005@istruzione.it,922903041,93019650840,AGEE81807D,S.MARIA,122,Prim,"Non Disponibile, 92022, CAMMARATA",37.6327501,13.6387997
Agrigento,ISTITUTO COMPRENSIVO,AGIC819001,IC - G. GARIBALDI,"VIA PORTELLA GINESTRA, 12",92010,REALMONTE,5,AGIC819001@istruzione.it,922816434,80004670842,AGEE819013,CAPUANA,166,Prim,"VIA ROMA 133, 92010, SICULIANA",37.33691,13.42456
Agrigento,ISTITUTO COMPRENSIVO,AGIC819001,IC - G. GARIBALDI,"VIA PORTELLA GINESTRA, 12",92010,REALMONTE,5,AGIC819001@istruzione.it,922816434,80004670842,AGEE819024,PLESSO GABELLI,158,Prim,"VIA VENEZIA N.4, 92010, REALMONTE",37.6985123,12.9849285
Agrigento,ISTITUTO COMPRENSIVO,AGIC819001,IC - G. GARIBALDI,"VIA PORTELLA GINESTRA, 12",92010,REALMONTE,5,AGIC819001@istruzione.it,922816434,80004670842,AGEE819035,VIA ORETO NUOVO,111,Prim,"VIA ORETO NUOVO, 92011, CATTOLICA ERACLEA",37.4410528,13.3911102
Agrigento,ISTITUTO COMPRENSIVO,AGIC819001,IC - G. GARIBALDI,"VIA PORTELLA GINESTRA, 12",92010,REALMONTE,5,AGIC819001@istruzione.it,922816434,80004670842,AGEE819046,S.G.BOSCO,101,Prim,"VIALE DELLA VITTORIA, 92010, MONTALLEGRO",37.3072083,13.5896041
Agrigento,ISTITUTO COMPRENSIVO,AGIC820005,IC - ANNA FRANK,VIA MATTEO CIMARRA 5/A,92100,AGRIGENTO,5,AGIC820005@istruzione.it,922603198,80004590842,AGEE820017,QUADRIVIO,111,Prim,"VIA MAZZINI44, 92100, AGRIGENTO",37.3201696,13.5828117
Agrigento,ISTITUTO COMPRENSIVO,AGIC820005,IC - ANNA FRANK,VIA MATTEO CIMARRA 5/A,92100,AGRIGENTO,5,AGIC820005@istruzione.it,922603198,80004590842,AGEE820028,PAL. PICARELLA,71,Prim,"VIA DELLA FRATELLANZA, 92100, AGRIGENTO",37.3199314,13.5823204
Agrigento,ISTITUTO COMPRENSIVO,AGIC820005,IC - ANNA FRANK,VIA MATTEO CIMARRA 5/A,92100,AGRIGENTO,5,AGIC820005@istruzione.it,922603198,80004590842,AGEE820039,FRAZ. MONTAPERTO,9,Prim,"VIA SAN GIUSEPPE 213, 92100, AGRIGENTO",37.3282264,13.552901
Agrigento,ISTITUTO COMPRENSIVO,AGIC820005,IC - ANNA FRANK,VIA MATTEO CIMARRA 5/A,92100,AGRIGENTO,5,AGIC820005@istruzione.it,922603198,80004590842,AGEE82004A,FRAZ GIARDINA GALLOTTI,44,Prim,"VIA BELVEDERE, 92100, AGRIGENTO",37.3525319,13.5174113
Agrigento,ISTITUTO COMPRENSIVO,AGIC820005,IC - ANNA FRANK,VIA MATTEO CIMARRA 5/A,92100,AGRIGENTO,5,AGIC820005@istruzione.it,922603198,80004590842,AGEE82005B,GIOVANNI VERGA,147,Prim,"VIA ALESSIO DI GIOVANNI 35, 92100, AGRIGENTO",37.3351122,13.5917133
Agrigento,ISTITUTO COMPRENSIVO,AGIC820005,IC - ANNA FRANK,VIA MATTEO CIMARRA 5/A,92100,AGRIGENTO,5,AGIC820005@istruzione.it,922603198,80004590842,AGEE82006C,MASSIMILIANO MARIA KOLBE,71,Prim,"ZONA INDUSTRIALE, 92100, AGRIGENTO",37.3088381,13.5857818
Agrigento,ISTITUTO COMPRENSIVO,AGIC821001,IC - AGRIGENTO CENTRO,"VIALE DELLA VITTORIA, 5",92100,AGRIGENTO,5,AGIC821001@istruzione.it,92220786,93062650846,AGEE821013,GARIBALDI,131,Prim,"VIA DIODORO SICULO, 92100, AGRIGENTO",37.3080729,13.5924028
Agrigento,ISTITUTO COMPRENSIVO,AGIC821001,IC - AGRIGENTO CENTRO,"VIALE DELLA VITTORIA, 5",92100,AGRIGENTO,5,AGIC821001@istruzione.it,92220786,93062650846,AGEE821024,LAURICELLA,186,Prim,"VIALE DELLA VITTORIA 5, 92100, AGRIGENTO",37.3088629,13.5862787
Agrigento,ISTITUTO COMPRENSIVO,AGIC82200R,IC - ESSENETO,"VIA MANZONI, 219",92100,AGRIGENTO,5,AGIC82200R@istruzione.it,92222988,93062670844,AGEE82202X,ESSENETO,369,Prim,"VIA ESSENETO 90, 92100, AGRIGENTO",37.3042834,13.5886289
Agrigento,ISTITUTO COMPRENSIVO,AGIC82400C,IC - S. QUASIMODO,"VIA AMARI, 4",92100,AGRIGENTO,5,AGIC82400C@istruzione.it,922597521,80005350840,AGEE82402G,GIOVANNI XXIII - DI GIOVANNI,60,Prim,"VIA AMARI 4, 92100, AGRIGENTO",37.2993184,13.5589877
Agrigento,ISTITUTO COMPRENSIVO,AGIC82400C,IC - S. QUASIMODO,"VIA AMARI, 4",92100,AGRIGENTO,5,AGIC82400C@istruzione.it,922597521,80005350840,AGEE82405P,GIUSEPPE FAVA,123,Prim,"VIALE MONSERRATO, 92100, AGRIGENTO",37.3002144,13.5498364
Agrigento,ISTITUTO COMPRENSIVO,AGIC82400C,IC - S. QUASIMODO,"VIA AMARI, 4",92100,AGRIGENTO,5,AGIC82400C@istruzione.it,922597521,80005350840,AGEE82406Q,S.G.BOSCO,166,Prim,"VIA DANTE N. 258, 92100, AGRIGENTO",37.3118393,13.571125
Agrigento,ISTITUTO COMPRENSIVO,AGIC82400C,IC - S. QUASIMODO,"VIA AMARI, 4",92100,AGRIGENTO,5,AGIC82400C@istruzione.it,922597521,80005350840,AGEE82408T,TORTORELLE,27,Prim,"PIAZZA METELLO, 92100, AGRIGENTO",37.3088418,13.5818507
Agrigento,ISTITUTO COMPRENSIVO,AGIC826004,IC - A.G. RONCALLI,VIA LEONE 11,92010,BURGIO,2,AGIC826004@istruzione.it,92564229,92011500847,AGEE826016,VIA NAZIONALE,90,Prim,"VIA NAZIONALE, 92100, BURGIO",37.6030531,13.2847208
Agrigento,ISTITUTO COMPRENSIVO,AGIC826004,IC - A.G. RONCALLI,VIA LEONE 11,92010,BURGIO,2,AGIC826004@istruzione.it,92564229,92011500847,AGEE826027,LUCCA SICULA,71,Prim,"VIA AIA 53, 92010, LUCCA SICULA",37.5755777,13.3042729
Agrigento,ISTITUTO COMPRENSIVO,AGIC826004,IC - A.G. RONCALLI,VIA LEONE 11,92010,BURGIO,2,AGIC826004@istruzione.it,92564229,92011500847,AGEE826038,VILLAFRANCA SICULA,46,Prim,"VIA QUASIMODO, 92020, VILLAFRANCA SICULA",37.585391,13.2927615
Agrigento,ISTITUTO COMPRENSIVO,AGIC826004,IC - A.G. RONCALLI,VIA LEONE 11,92010,BURGIO,2,AGIC826004@istruzione.it,92564229,92011500847,AGEE82605A,S.AGOSTINO,64,Prim,"VIA VITALLA, 92010, CALTABELLOTTA",37.5769792,13.2209371
Agrigento,ISTITUTO COMPRENSIVO,AGIC826004,IC - A.G. RONCALLI,VIA LEONE 11,92010,BURGIO,2,AGIC826004@istruzione.it,92564229,92011500847,AGEE82606B,FRAZ. S.ANNA,15,Prim,"VIA XXIII MARZO, 92010, CALTABELLOTTA",37.5592851,13.2359421
Agrigento,ISTITUTO COMPRENSIVO,AGIC82800Q,IC - S.G. BOSCO,VIA GE. CASCINO 128,92023,CAMPOBELLO DI LICATA,7,AGIC82800Q@istruzione.it,922464996,82002130845,AGEE82801T,MARCONI,55,Prim,"P.ZZA I MAGGIO, 92023, CAMPOBELLO DI LICATA",37.2550974,13.9190805
Agrigento,ISTITUTO COMPRENSIVO,AGIC82800Q,IC - S.G. BOSCO,VIA GE. CASCINO 128,92023,CAMPOBELLO DI LICATA,7,AGIC82800Q@istruzione.it,922464996,82002130845,AGEE82802V,S.G.BOSCO,204,Prim,"VIA GEN.CASCINO 128, 92023, CAMPOBELLO DI LICATA",37.2606316,13.9148373
Agrigento,ISTITUTO COMPRENSIVO,AGIC82800Q,IC - S.G. BOSCO,VIA GE. CASCINO 128,92023,CAMPOBELLO DI LICATA,7,AGIC82800Q@istruzione.it,922464996,82002130845,AGEE82803X,VIA PASCOLI,117,Prim,"VIA PASCOLI, 92021, CAMPOBELLO DI LICATA",37.2549394,13.9138691
Agrigento,ISTITUTO COMPRENSIVO,AGIC82900G,IC - MARIO RAPISARDI,VIA TRIESTE SN,92024,CANICATTI',7,AGIC82900G@istruzione.it,922424793,82001770849,AGEE82902P,RAPISARDI,280,Prim,"VIA ENRICO TOTI, 92024, CANICATTI'",37.3594334,13.8560816
Agrigento,ISTITUTO COMPRENSIVO,AGIC82900G,IC - MARIO RAPISARDI,VIA TRIESTE SN,92024,CANICATTI',7,AGIC82900G@istruzione.it,922424793,82001770849,AGEE82903Q,LA CARRUBBA,146,Prim,"VIA ENRICO TOTI, 92024, CANICATTI'",37.3594334,13.8560816
Agrigento,ISTITUTO COMPRENSIVO,AGIC83000Q,IC - G.VERGA,"VIA VERGA, 1",92024,CANICATTI',7,AGIC83000Q@istruzione.it,922851014,82001990843,AGEE83001T,DE AMICIS,494,Prim,"VIA DE GASPERI, 92024, CANICATTI'",37.3511134,13.8534494
Agrigento,ISTITUTO COMPRENSIVO,AGIC83000Q,IC - G.VERGA,"VIA VERGA, 1",92024,CANICATTI',7,AGIC83000Q@istruzione.it,922851014,82001990843,AGEE83002V,PADRE GIOACCHINO LA LOMIA,204,Prim,"VIA S. VINCENZO 1, 92024, CANICATTI'",37.3494983,13.8417673
Agrigento,ISTITUTO COMPRENSIVO,AGIC83100G,IC - V. BRANCATI,VIA GROTTE,92026,FAVARA,5,AGIC83100G@istruzione.it,92231248,80005140845,AGEE83101N,A. MANZONI,60,Prim,"VIA UDINE, 92026, FAVARA",37.3161108,13.6628984
Agrigento,ISTITUTO COMPRENSIVO,AGIC83100G,IC - V. BRANCATI,VIA GROTTE,92026,FAVARA,5,AGIC83100G@istruzione.it,92231248,80005140845,AGEE83102P,ISTITUTO COMPRENSIVO BRANCATI,170,Prim,"VIA GROTTE, 92026, FAVARA",37.3059583,13.6524687
Agrigento,ISTITUTO COMPRENSIVO,AGIC83100G,IC - V. BRANCATI,VIA GROTTE,92026,FAVARA,5,AGIC83100G@istruzione.it,92231248,80005140845,AGEE83104R,DOMENICO SAVIO,67,Prim,"VIA VITT. VENETO, 92026, FAVARA",37.3129498,13.6617914
Agrigento,ISTITUTO COMPRENSIVO,AGIC833007,IC - GIACOMO LEOPARDI,VIA A. LICATA S.N.C.,92027,LICATA,6,AGIC833007@istruzione.it,922892766,81000730846,AGEE83303B,DON LORENZO MILANI,206,Prim,"VIA CAMPOBELLO, 92027, LICATA",37.110256,13.9313326
Agrigento,ISTITUTO COMPRENSIVO,AGIC833007,IC - GIACOMO LEOPARDI,VIA A. LICATA S.N.C.,92027,LICATA,6,AGIC833007@istruzione.it,922892766,81000730846,AGEE83304C,LEOPARDI,261,Prim,"VIA A. LICATA, 92027, LICATA",37.1016731,13.93963
Agrigento,ISTITUTO COMPRENSIVO,AGIC834003,IC - G. MARCONI,VIA EGITTO,92027,LICATA,6,AGIC834003@istruzione.it,922773044,81000570846,AGEE834015,LIOTTA,481,Prim,"VIA TRIPOLI 29, 92027, LICATA",37.1029094,13.9417598
Agrigento,ISTITUTO COMPRENSIVO,AGIC83600P,IC - S. BIVONA,C/DA SOCCORSO,92013,MENFI,65,AGIC83600P@istruzione.it,92571895,92011610844,AGEE83601R,L.RADICE,145,Prim,"PIRANDELLO, 92013, MENFI",37.6003114,12.9717864
Agrigento,ISTITUTO COMPRENSIVO,AGIC83600P,IC - S. BIVONA,C/DA SOCCORSO,92013,MENFI,65,AGIC83600P@istruzione.it,92571895,92011610844,AGEE83602T,CACIOPPO,178,Prim,"VIA PIRANDELLO, 92013, MENFI",37.6003114,12.9717864
Agrigento,ISTITUTO COMPRENSIVO,AGIC83600P,IC - S. BIVONA,C/DA SOCCORSO,92013,MENFI,65,AGIC83600P@istruzione.it,92571895,92011610844,AGEE83603V,ANTONINO PALMINTERI,96,Prim,"VIA VOLPE, 92013, MENFI",37.6077693,12.9736748
Agrigento,ISTITUTO COMPRENSIVO,AGIC83800A,IC - F.E. CANGIAMILA,CORSA BRANCATELLO,92020,PALMA DI MONTECHIARO,6,AGIC83800A@istruzione.it,922962749,91004540844,AGEE83802D,FIRRIATU - CLEMENTI,109,Prim,"C/DA BRANCATELLO, 92020, PALMA DI MONTECHIARO",37.1887302,13.7602999
Agrigento,ISTITUTO COMPRENSIVO,AGIC83800A,IC - F.E. CANGIAMILA,CORSA BRANCATELLO,92020,PALMA DI MONTECHIARO,6,AGIC83800A@istruzione.it,922962749,91004540844,AGEE83804G,PROVENZANI,143,Prim,"VIA CATANIA, 92020, PALMA DI MONTECHIARO",37.1884595,13.7698609
Agrigento,ISTITUTO COMPRENSIVO,AGIC83800A,IC - F.E. CANGIAMILA,CORSA BRANCATELLO,92020,PALMA DI MONTECHIARO,6,AGIC83800A@istruzione.it,922962749,91004540844,AGEE83806N,PIRANDELLO,131,Prim,"VIA L. PIRANDELLO 20, 92020, PALMA DI MONTECHIARO",37.1894914,13.7688898
Agrigento,ISTITUTO COMPRENSIVO,AGIC84000A,IC -L. PIRANDELLO,"VIA MOLO, 2",92014,PORTO EMPEDOCLE,5,AGIC84000A@istruzione.it,922535371,80004480846,AGEE84001C,PIRANDELLO,225,Prim,"P.ZZA VITTORIO VENETO, 92014, PORTO EMPEDOCLE",37.2876992,13.526294
Agrigento,ISTITUTO COMPRENSIVO,AGIC84000A,IC -L. PIRANDELLO,"VIA MOLO, 2",92014,PORTO EMPEDOCLE,5,AGIC84000A@istruzione.it,922535371,80004480846,AGEE84002D,MARULLO,152,Prim,"VIA TRIESTE, 92014, PORTO EMPEDOCLE",37.2902787,13.5248478
Agrigento,ISTITUTO COMPRENSIVO,AGIC841006,IC - A. MANZONI,VIA TINTORIA,92029,RAVANUSA,7,AGIC841006@istruzione.it,9221802315,90008140841,AGEE841018,ELIO VITTORINI,245,Prim,"VIA TINTORIA 1, 92029, RAVANUSA",37.2650401,13.9700426
Agrigento,ISTITUTO COMPRENSIVO,AGIC841006,IC - A. MANZONI,VIA TINTORIA,92029,RAVANUSA,7,AGIC841006@istruzione.it,9221802315,90008140841,AGEE841029,DON BOSCO,223,Prim,"VIA DELLE SCUOLE 20, 92029, RAVANUSA",37.2656655,13.9744401
Agrigento,ISTITUTO COMPRENSIVO,AGIC84400N,IC - DANTE ALIGHIERI,"VIA MODIGLIANI, 43",92019,SCIACCA,1,AGIC84400N@istruzione.it,92521476,92005150849,AGEE84402R,DANTE ALIGHIERI,78,Prim,"VIA MODIGLIANI 43, 92019, SCIACCA",37.5094537,13.0767092
Agrigento,ISTITUTO COMPRENSIVO,AGIC84400N,IC - DANTE ALIGHIERI,"VIA MODIGLIANI, 43",92019,SCIACCA,1,AGIC84400N@istruzione.it,92521476,92005150849,AGEE84404V,S.AGOSTINO,276,Prim,"VIALE DELLA VITTORIA, 92019, SCIACCA",37.5069229,13.0885034
Agrigento,ISTITUTO COMPRENSIVO,AGIC84400N,IC - DANTE ALIGHIERI,"VIA MODIGLIANI, 43",92019,SCIACCA,1,AGIC84400N@istruzione.it,92521476,92005150849,AGEE84405X,S. GIOVANNI BOSCO,191,Prim,"VIA B. NASTASI, 92019, SCIACCA",37.5166726,13.0750274
Agrigento,ISTITUTO COMPRENSIVO,AGIC84400N,IC - DANTE ALIGHIERI,"VIA MODIGLIANI, 43",92019,SCIACCA,1,AGIC84400N@istruzione.it,92521476,92005150849,AGEE844061,SAN FRANCESCO,149,Prim,"VIA SARNO, 92019, SCIACCA",37.5171178,13.0735083
Agrigento,ISTITUTO COMPRENSIVO,AGIC84500D,IC - MARIANO ROSSI,"VIA E. DE NICOLA, 2/C",92019,SCIACCA,1,AGIC84500D@istruzione.it,92521263,83001130844,AGEE84501G,I.C. M.ROSSI-SCUOLA PRIMARIA,466,Prim,"VIA DE NICOLA 2/C, 92019, SCIACCA",37.5086753,13.0782746
Agrigento,ISTITUTO COMPRENSIVO,AGIC846009,IC - L. CAPUANA,VIA GARIBALDI 234,92021,ARAGONA,4,AGIC846009@istruzione.it,92236422,80006650842,AGEE84602C,CAPUANA,74,Prim,"VIA GARIBALDI, 92021, ARAGONA",37.409488,13.6156503
Agrigento,ISTITUTO COMPRENSIVO,AGIC846009,IC - L. CAPUANA,VIA GARIBALDI 234,92021,ARAGONA,4,AGIC846009@istruzione.it,92236422,80006650842,AGEE84603D,SCIFO,76,Prim,"VIA ROMA, 92021, ARAGONA",37.4026398,13.6177904
Agrigento,ISTITUTO COMPRENSIVO,AGIC846009,IC - L. CAPUANA,VIA GARIBALDI 234,92021,ARAGONA,4,AGIC846009@istruzione.it,92236422,80006650842,AGEE84604E,ARCIPRETE GIUSEPPE TERRANOVA,188,Prim,"VIA S.LA ROSA, 92021, ARAGONA",37.3934847,13.6227057
Agrigento,ISTITUTO COMPRENSIVO,AGIC847005,IC - PROVENZANI,VIA PIETRO NENNI,92020,PALMA DI MONTECHIARO,6,AGIC847005@istruzione.it,922969241,81000430843,AGEE84704A,DIAZ,41,Prim,"VIA DIAZ, 92020, PALMA DI MONTECHIARO",37.1966738,13.7607061
Agrigento,ISTITUTO COMPRENSIVO,AGIC847005,IC - PROVENZANI,VIA PIETRO NENNI,92020,PALMA DI MONTECHIARO,6,AGIC847005@istruzione.it,922969241,81000430843,AGEE84705B,MILANI 2 - SAN PIO,153,Prim,"VIA P. NENNI, 92020, PALMA DI MONTECHIARO",37.2003982,13.7557736
Agrigento,ISTITUTO COMPRENSIVO,AGIC847005,IC - PROVENZANI,VIA PIETRO NENNI,92020,PALMA DI MONTECHIARO,6,AGIC847005@istruzione.it,922969241,81000430843,AGEE84706C,SILLITTI,122,Prim,"VIA CANGIAMILA 1107, 92020, PALMA DI MONTECHIARO",37.1924914,13.7640367
Agrigento,ISTITUTO COMPRENSIVO,AGIC847005,IC - PROVENZANI,VIA PIETRO NENNI,92020,PALMA DI MONTECHIARO,6,AGIC847005@istruzione.it,922969241,81000430843,AGEE84708E,DE AMICIS,91,Prim,"VIA E. DE AMICIS 1, 92020, PALMA DI MONTECHIARO",37.1952724,13.7620361
